n,win_rate,avg_net_pct,total_pct,max_dd_pct,sharpe,tp_rate,sl_rate,timeout_rate,rally_lb,rally_thr,rsi_thr,tp_pct,sl_pct,hold_bars,symbol
65,47.69,-0.1083,-7.166,-12.481,-1.886,0.0,21.5,78.5,12,1.0,65,3.0,1.5,6,BTCUSDT
52,48.08,-0.0816,-4.592,-12.621,-1.173,3.8,30.8,65.4,12,1.0,65,3.0,1.5,12,BTCUSDT
46,45.65,0.1488,6.226,-11.12,1.519,21.7,43.5,34.8,12,1.0,65,3.0,1.5,24,BTCUSDT
58,48.28,-0.1289,-7.562,-13.304,-2.144,0.0,6.9,93.1,12,1.0,65,3.0,2.5,6,BTCUSDT
48,52.08,-0.0644,-3.603,-11.198,-0.794,6.2,12.5,81.2,12,1.0,65,3.0,2.5,12,BTCUSDT
37,56.76,0.2097,7.193,-9.01,1.918,24.3,24.3,51.4,12,1.0,65,3.0,2.5,24,BTCUSDT
58,50.0,-0.0617,-3.887,-9.279,-1.024,0.0,1.7,98.3,12,1.0,65,3.0,4.0,6,BTCUSDT
45,51.11,-0.1874,-8.658,-15.855,-2.173,6.7,4.4,88.9,12,1.0,65,3.0,4.0,12,BTCUSDT
34,58.82,0.382,12.875,-4.241,3.259,32.4,8.8,58.8,12,1.0,65,3.0,4.0,24,BTCUSDT
37,54.05,-0.1206,-4.563,-9.852,-2.191,45.9,27.0,27.0,12,1.0,70,1.0,1.5,6,BTCUSDT
32,56.25,-0.1032,-3.45,-8.952,-1.743,56.2,31.2,12.5,12,1.0,70,1.0,1.5,12,BTCUSDT
31,58.06,-0.1831,-5.736,-11.258,-2.898,58.1,38.7,3.2,12,1.0,70,1.0,1.5,24,BTCUSDT
34,61.76,0.0944,3.097,-3.798,1.868,52.9,2.9,44.1,12,1.0,70,1.0,2.5,6,BTCUSDT
28,67.86,0.0759,1.929,-3.88,1.177,67.9,10.7,21.4,12,1.0,70,1.0,2.5,12,BTCUSDT
26,73.08,0.0625,1.386,-4.914,0.87,73.1,19.2,7.7,12,1.0,70,1.0,2.5,24,BTCUSDT
33,60.61,0.0495,1.462,-3.798,0.907,51.5,0.0,48.5,12,1.0,70,1.0,4.0,6,BTCUSDT
26,65.38,-0.0819,-2.405,-7.967,-1.033,65.4,7.7,26.9,12,1.0,70,1.0,4.0,12,BTCUSDT
23,69.57,-0.0464,-1.351,-8.639,-0.56,69.6,8.7,21.7,12,1.0,70,1.0,4.0,24,BTCUSDT
35,42.86,-0.0698,-2.656,-11.482,-1.121,34.3,25.7,40.0,12,1.0,70,1.5,1.5,6,BTCUSDT
30,50.0,0.0413,0.971,-8.478,0.586,43.3,33.3,23.3,12,1.0,70,1.5,1.5,12,BTCUSDT
29,51.72,-0.0805,-2.616,-11.878,-1.044,51.7,44.8,3.4,12,1.0,70,1.5,1.5,24,BTCUSDT
32,53.12,0.2046,6.548,-2.968,3.514,40.6,3.1,56.2,12,1.0,70,1.5,2.5,6,BTCUSDT
27,62.96,0.2611,6.974,-3.106,3.353,55.6,14.8,29.6,12,1.0,70,1.5,2.5,12,BTCUSDT
25,72.0,0.3123,7.771,-2.856,3.785,64.0,20.0,16.0,12,1.0,70,1.5,2.5,24,BTCUSDT
32,53.12,0.1812,5.729,-3.714,2.938,40.6,0.0,59.4,12,1.0,70,1.5,4.0,6,BTCUSDT
25,60.0,0.0548,0.964,-8.484,0.582,60.0,8.0,32.0,12,1.0,70,1.5,4.0,12,BTCUSDT
22,68.18,0.0891,1.53,-7.923,0.857,63.6,13.6,22.7,12,1.0,70,1.5,4.0,24,BTCUSDT
35,42.86,-0.0204,-0.993,-11.377,-0.306,20.0,25.7,54.3,12,1.0,70,2.0,1.5,6,BTCUSDT
30,46.67,0.1246,3.459,-7.684,1.59,30.0,33.3,36.7,12,1.0,70,2.0,1.5,12,BTCUSDT
29,51.72,0.1781,4.846,-7.599,1.977,51.7,44.8,3.4,12,1.0,70,2.0,1.5,24,BTCUSDT
32,53.12,0.2643,8.559,-3.173,4.171,25.0,3.1,71.9,12,1.0,70,2.0,2.5,6,BTCUSDT
27,59.26,0.3547,9.636,-3.355,4.149,37.0,14.8,48.1,12,1.0,70,2.0,2.5,12,BTCUSDT
24,70.83,0.5824,14.506,-2.67,6.158,62.5,20.8,16.7,12,1.0,70,2.0,2.5,24,BTCUSDT
32,53.12,0.2103,6.687,-4.842,3.225,21.9,0.0,78.1,12,1.0,70,2.0,4.0,6,BTCUSDT
25,56.0,0.1134,2.399,-7.625,1.13,36.0,8.0,56.0,12,1.0,70,2.0,4.0,12,BTCUSDT
22,68.18,0.4073,8.774,-4.774,3.555,63.6,13.6,22.7,12,1.0,70,2.0,4.0,24,BTCUSDT
35,42.86,-0.0296,-1.319,-11.693,-0.437,2.9,25.7,71.4,12,1.0,70,3.0,1.5,6,BTCUSDT
30,43.33,0.0264,0.463,-7.597,0.34,6.7,33.3,60.0,12,1.0,70,3.0,1.5,12,BTCUSDT
29,44.83,0.1466,3.814,-6.797,1.496,20.7,44.8,34.5,12,1.0,70,3.0,1.5,24,BTCUSDT
32,53.12,0.2365,7.597,-3.714,3.715,3.1,3.1,93.8,12,1.0,70,3.0,2.5,6,BTCUSDT
27,55.56,0.2458,6.465,-3.355,2.862,7.4,14.8,77.8,12,1.0,70,3.0,2.5,12,BTCUSDT
24,62.5,0.5764,14.247,-2.734,5.519,20.8,20.8,58.3,12,1.0,70,3.0,2.5,24,BTCUSDT
32,53.12,0.2002,6.336,-4.842,3.015,3.1,0.0,96.9,12,1.0,70,3.0,4.0,6,BTCUSDT
25,52.0,0.029,0.255,-7.253,0.287,8.0,8.0,84.0,12,1.0,70,3.0,4.0,12,BTCUSDT
22,59.09,0.4181,8.931,-4.233,3.358,27.3,13.6,59.1,12,1.0,70,3.0,4.0,24,BTCUSDT
87,49.43,-0.2485,-19.846,-22.659,-4.57,36.8,28.7,34.5,12,1.5,55,1.0,1.5,6,BTCUSDT
74,51.35,-0.3051,-20.617,-23.01,-5.135,43.2,36.5,20.3,12,1.5,55,1.0,1.5,12,BTCUSDT
72,52.78,-0.3163,-20.821,-24.411,-4.983,51.4,43.1,5.6,12,1.5,55,1.0,1.5,24,BTCUSDT
76,51.32,-0.2833,-19.817,-22.579,-4.649,31.6,11.8,56.6,12,1.5,55,1.0,2.5,6,BTCUSDT
57,57.89,-0.2333,-12.891,-17.611,-3.438,47.4,14.0,38.6,12,1.5,55,1.0,2.5,12,BTCUSDT
55,65.45,-0.1713,-9.523,-15.65,-2.278,61.8,21.8,16.4,12,1.5,55,1.0,2.5,24,BTCUSDT
74,52.7,-0.236,-16.403,-19.282,-4.191,31.1,0.0,68.9,12,1.5,55,1.0,4.0,6,BTCUSDT
51,56.86,-0.2473,-12.277,-17.03,-3.503,47.1,3.9,49.0,12,1.5,55,1.0,4.0,12,BTCUSDT
46,67.39,-0.0508,-2.839,-9.296,-0.638,65.2,8.7,26.1,12,1.5,55,1.0,4.0,24,BTCUSDT
81,40.74,-0.2788,-20.646,-24.185,-4.744,21.0,29.6,49.4,12,1.5,55,1.5,1.5,6,BTCUSDT
62,43.55,-0.3397,-19.443,-24.127,-5.01,27.4,41.9,30.6,12,1.5,55,1.5,1.5,12,BTCUSDT
59,44.07,-0.3322,-18.325,-23.561,-4.435,40.7,50.8,8.5,12,1.5,55,1.5,1.5,24,BTCUSDT
73,46.58,-0.2964,-19.968,-23.178,-4.425,20.5,12.3,67.1,12,1.5,55,1.5,2.5,6,BTCUSDT
49,44.9,-0.4225,-19.169,-25.543,-5.489,24.5,18.4,57.1,12,1.5,55,1.5,2.5,12,BTCUSDT
46,54.35,-0.2692,-12.259,-18.403,-3.012,45.7,28.3,26.1,12,1.5,55,1.5,2.5,24,BTCUSDT
69,46.38,-0.2398,-15.694,-19.074,-3.793,20.3,1.4,78.3,12,1.5,55,1.5,4.0,6,BTCUSDT
45,42.22,-0.4924,-20.338,-26.621,-6.195,26.7,4.4,68.9,12,1.5,55,1.5,4.0,12,BTCUSDT
35,45.71,-0.3482,-11.979,-18.031,-3.785,34.3,11.4,54.3,12,1.5,55,1.5,4.0,24,BTCUSDT
81,41.98,-0.2431,-18.362,-22.937,-3.922,12.3,29.6,58.0,12,1.5,55,2.0,1.5,6,BTCUSDT
60,43.33,-0.2251,-13.192,-19.865,-2.986,21.7,41.7,36.7,12,1.5,55,2.0,1.5,12,BTCUSDT
57,43.86,-0.1362,-8.202,-17.86,-1.562,40.4,50.9,8.8,12,1.5,55,2.0,1.5,24,BTCUSDT
71,42.25,-0.3356,-21.686,-25.726,-5.042,9.9,12.7,77.5,12,1.5,55,2.0,2.5,6,BTCUSDT
50,46.0,-0.3448,-16.396,-24.965,-4.139,20.0,18.0,62.0,12,1.5,55,2.0,2.5,12,BTCUSDT
45,53.33,-0.0825,-4.453,-14.574,-0.819,44.4,28.9,26.7,12,1.5,55,2.0,2.5,24,BTCUSDT
69,46.38,-0.2,-13.394,-17.863,-2.998,13.0,1.4,85.5,12,1.5,55,2.0,4.0,6,BTCUSDT
44,40.91,-0.4375,-18.036,-26.437,-5.108,20.5,4.5,75.0,12,1.5,55,2.0,4.0,12,BTCUSDT
35,45.71,-0.1768,-6.624,-16.402,-1.751,34.3,11.4,54.3,12,1.5,55,2.0,4.0,24,BTCUSDT
80,40.0,-0.3167,-22.81,-26.013,-5.337,1.2,30.0,68.8,12,1.5,55,3.0,1.5,6,BTCUSDT
58,39.66,-0.3314,-17.975,-22.867,-4.552,1.7,43.1,55.2,12,1.5,55,3.0,1.5,12,BTCUSDT
53,35.85,-0.269,-13.992,-21.49,-2.956,13.2,52.8,34.0,12,1.5,55,3.0,1.5,24,BTCUSDT
71,42.25,-0.3707,-23.59,-26.415,-5.809,0.0,12.7,87.3,12,1.5,55,3.0,2.5,6,BTCUSDT
49,42.86,-0.3965,-18.205,-25.164,-4.749,4.1,18.4,77.6,12,1.5,55,3.0,2.5,12,BTCUSDT
42,45.24,-0.2407,-10.383,-18.806,-2.302,11.9,31.0,57.1,12,1.5,55,3.0,2.5,24,BTCUSDT
69,44.93,-0.2682,-17.333,-20.39,-4.255,0.0,1.4,98.6,12,1.5,55,3.0,4.0,6,BTCUSDT
44,38.64,-0.4504,-18.521,-25.453,-5.16,4.5,4.5,90.9,12,1.5,55,3.0,4.0,12,BTCUSDT
33,36.36,-0.3574,-11.714,-18.655,-3.477,12.1,12.1,75.8,12,1.5,55,3.0,4.0,24,BTCUSDT
76,52.63,-0.1601,-11.808,-15.512,-3.039,39.5,25.0,35.5,12,1.5,60,1.0,1.5,6,BTCUSDT
64,57.81,-0.1728,-10.834,-16.119,-2.971,46.9,32.8,20.3,12,1.5,60,1.0,1.5,12,BTCUSDT
62,58.06,-0.1863,-11.32,-17.858,-2.945,58.1,38.7,3.2,12,1.5,60,1.0,1.5,24,BTCUSDT
64,53.12,-0.2379,-14.489,-17.403,-4.044,32.8,9.4,57.8,12,1.5,60,1.0,2.5,6,BTCUSDT
50,62.0,-0.1985,-9.856,-15.199,-2.876,48.0,14.0,38.0,12,1.5,60,1.0,2.5,12,BTCUSDT
47,68.09,-0.1056,-5.308,-11.786,-1.408,66.0,21.3,12.8,12,1.5,60,1.0,2.5,24,BTCUSDT
63,53.97,-0.2295,-13.817,-16.754,-3.945,33.3,0.0,66.7,12,1.5,60,1.0,4.0,6,BTCUSDT
45,60.0,-0.2529,-11.171,-16.435,-3.442,46.7,4.4,48.9,12,1.5,60,1.0,4.0,12,BTCUSDT
40,70.0,-0.05,-2.49,-9.036,-0.598,67.5,10.0,22.5,12,1.5,60,1.0,4.0,24,BTCUSDT
70,40.0,-0.2534,-16.635,-22.197,-4.357,21.4,28.6,50.0,12,1.5,60,1.5,1.5,6,BTCUSDT
53,47.17,-0.2666,-13.564,-22.228,-4.013,26.4,39.6,34.0,12,1.5,60,1.5,1.5,12,BTCUSDT
51,47.06,-0.2395,-11.99,-21.406,-3.137,45.1,49.0,5.9,12,1.5,60,1.5,1.5,24,BTCUSDT
60,46.67,-0.2572,-14.71,-20.026,-3.978,21.7,8.3,70.0,12,1.5,60,1.5,2.5,6,BTCUSDT
44,50.0,-0.2633,-11.38,-20.262,-3.43,29.5,15.9,54.5,12,1.5,60,1.5,2.5,12,BTCUSDT
40,57.5,-0.1518,-6.452,-16.201,-1.691,50.0,27.5,22.5,12,1.5,60,1.5,2.5,24,BTCUSDT
58,43.1,-0.2699,-14.862,-20.168,-4.32,20.7,0.0,79.3,12,1.5,60,1.5,4.0,6,BTCUSDT
40,50.0,-0.299,-11.714,-20.563,-3.707,30.0,5.0,65.0,12,1.5,60,1.5,4.0,12,BTCUSDT
34,58.82,0.0353,0.705,-9.789,0.397,47.1,8.8,44.1,12,1.5,60,1.5,4.0,24,BTCUSDT
70,41.43,-0.2047,-13.786,-19.965,-3.301,12.9,28.6,58.6,12,1.5,60,2.0,1.5,6,BTCUSDT
51,45.1,-0.209,-10.551,-20.067,-2.917,17.6,39.2,43.1,12,1.5,60,2.0,1.5,12,BTCUSDT
49,46.94,-0.0271,-2.005,-15.657,-0.306,42.9,49.0,8.2,12,1.5,60,2.0,1.5,24,BTCUSDT
59,44.07,-0.2846,-15.881,-21.543,-4.298,10.2,8.5,81.4,12,1.5,60,2.0,2.5,6,BTCUSDT
45,51.11,-0.1446,-6.838,-17.24,-1.74,24.4,15.6,60.0,12,1.5,60,2.0,2.5,12,BTCUSDT
39,56.41,0.0422,0.92,-11.956,0.418,46.2,28.2,25.6,12,1.5,60,2.0,2.5,24,BTCUSDT
57,40.35,-0.3073,-16.443,-22.067,-4.848,8.8,0.0,91.2,12,1.5,60,2.0,4.0,6,BTCUSDT
39,46.15,-0.3008,-11.551,-21.427,-3.524,20.5,5.1,74.4,12,1.5,60,2.0,4.0,12,BTCUSDT
33,57.58,0.2097,6.524,-8.404,2.125,42.4,9.1,48.5,12,1.5,60,2.0,4.0,24,BTCUSDT
69,39.13,-0.2739,-17.619,-23.16,-4.554,1.4,29.0,69.6,12,1.5,60,3.0,1.5,6,BTCUSDT
51,43.14,-0.3117,-15.077,-20.58,-4.642,0.0,39.2,60.8,12,1.5,60,3.0,1.5,12,BTCUSDT
46,34.78,-0.2577,-11.8,-19.704,-2.844,13.0,52.2,34.8,12,1.5,60,3.0,1.5,24,BTCUSDT
59,44.07,-0.3102,-17.117,-22.327,-4.844,0.0,8.5,91.5,12,1.5,60,3.0,2.5,6,BTCUSDT
44,47.73,-0.2701,-11.678,-17.828,-3.378,2.3,15.9,81.8,12,1.5,60,3.0,2.5,12,BTCUSDT
37,43.24,-0.1931,-7.583,-16.702,-1.853,13.5,29.7,56.8,12,1.5,60,3.0,2.5,24,BTCUSDT
57,40.35,-0.3224,-17.148,-22.356,-5.195,0.0,0.0,100.0,12,1.5,60,3.0,4.0,6,BTCUSDT
39,43.59,-0.3817,-14.285,-20.254,-4.572,2.6,5.1,92.3,12,1.5,60,3.0,4.0,12,BTCUSDT
31,41.94,-0.0349,-1.694,-10.009,-0.333,19.4,9.7,71.0,12,1.5,60,3.0,4.0,24,BTCUSDT
57,59.65,-0.0799,-4.74,-9.987,-1.497,43.9,24.6,31.6,12,1.5,65,1.0,1.5,6,BTCUSDT
49,59.18,-0.1268,-6.33,-12.072,-2.129,53.1,32.7,14.3,12,1.5,65,1.0,1.5,12,BTCUSDT
47,57.45,-0.1917,-8.937,-15.572,-3.045,57.4,38.3,4.3,12,1.5,65,1.0,1.5,24,BTCUSDT
49,61.22,-0.0579,-3.073,-8.858,-1.038,40.8,8.2,51.0,12,1.5,65,1.0,2.5,6,BTCUSDT
40,65.0,-0.1009,-4.288,-9.552,-1.477,55.0,12.5,32.5,12,1.5,65,1.0,2.5,12,BTCUSDT
37,70.27,-0.0361,-1.68,-7.99,-0.497,67.6,18.9,13.5,12,1.5,65,1.0,2.5,24,BTCUSDT
49,61.22,-0.0307,-1.762,-7.652,-0.562,40.8,2.0,57.1,12,1.5,65,1.0,4.0,6,BTCUSDT
38,65.79,-0.1571,-6.196,-11.023,-2.029,57.9,5.3,36.8,12,1.5,65,1.0,4.0,12,BTCUSDT
34,70.59,-0.0045,-0.571,-5.828,-0.055,70.6,8.8,20.6,12,1.5,65,1.0,4.0,24,BTCUSDT
56,50.0,-0.0788,-4.674,-11.273,-1.313,28.6,25.0,46.4,12,1.5,65,1.5,1.5,6,BTCUSDT
44,50.0,-0.1056,-4.909,-13.465,-1.529,34.1,36.4,29.5,12,1.5,65,1.5,1.5,12,BTCUSDT
41,48.78,-0.1583,-6.703,-16.878,-2.061,48.8,46.3,4.9,12,1.5,65,1.5,1.5,24,BTCUSDT
47,51.06,-0.0392,-2.15,-8.822,-0.632,29.8,6.4,63.8,12,1.5,65,1.5,2.5,6,BTCUSDT
38,57.89,-0.0817,-3.469,-12.735,-1.047,36.8,13.2,50.0,12,1.5,65,1.5,2.5,12,BTCUSDT
35,62.86,-0.0105,-0.886,-12.066,-0.116,57.1,25.7,17.1,12,1.5,65,1.5,2.5,24,BTCUSDT
47,53.19,0.0071,0.013,-7.469,0.116,29.8,2.1,68.1,12,1.5,65,1.5,4.0,6,BTCUSDT
35,54.29,-0.224,-8.002,-16.122,-2.568,40.0,5.7,54.3,12,1.5,65,1.5,4.0,12,BTCUSDT
31,61.29,0.0617,1.417,-7.672,0.658,54.8,9.7,35.5,12,1.5,65,1.5,4.0,24,BTCUSDT
55,49.09,-0.0703,-4.186,-11.936,-1.102,16.4,25.5,58.2,12,1.5,65,2.0,1.5,6,BTCUSDT
44,47.73,-0.1238,-5.698,-14.746,-1.719,18.2,36.4,45.5,12,1.5,65,2.0,1.5,12,BTCUSDT
40,47.5,0.0186,0.17,-14.075,0.21,45.0,47.5,7.5,12,1.5,65,2.0,1.5,24,BTCUSDT
46,50.0,-0.0443,-2.364,-9.544,-0.68,15.2,6.5,78.3,12,1.5,65,2.0,2.5,6,BTCUSDT
38,55.26,-0.0364,-1.853,-12.783,-0.436,26.3,13.2,60.5,12,1.5,65,2.0,2.5,12,BTCUSDT
33,60.61,0.1527,4.503,-10.178,1.496,51.5,27.3,21.2,12,1.5,65,2.0,2.5,24,BTCUSDT
46,52.17,0.0248,0.784,-7.013,0.38,17.4,2.2,80.4,12,1.5,65,2.0,4.0,6,BTCUSDT
35,51.43,-0.2568,-9.081,-18.289,-2.862,22.9,5.7,71.4,12,1.5,65,2.0,4.0,12,BTCUSDT
29,62.07,0.2368,6.475,-5.439,2.265,48.3,10.3,41.4,12,1.5,65,2.0,4.0,24,BTCUSDT
55,47.27,-0.1437,-7.943,-14.515,-2.388,0.0,25.5,74.5,12,1.5,65,3.0,1.5,6,BTCUSDT
44,45.45,-0.2257,-9.807,-15.581,-3.283,2.3,36.4,61.4,12,1.5,65,3.0,1.5,12,BTCUSDT
40,40.0,0.0127,-0.185,-13.623,0.13,20.0,47.5,32.5,12,1.5,65,3.0,1.5,24,BTCUSDT
46,47.83,-0.1095,-5.228,-12.036,-1.754,0.0,6.5,93.5,12,1.5,65,3.0,2.5,6,BTCUSDT
38,52.63,-0.1562,-6.197,-12.656,-1.932,5.3,13.2,81.6,12,1.5,65,3.0,2.5,12,BTCUSDT
33,51.52,0.1322,3.69,-9.654,1.195,21.2,27.3,51.5,12,1.5,65,3.0,2.5,24,BTCUSDT
46,50.0,-0.0528,-2.719,-9.128,-0.852,0.0,2.2,97.8,12,1.5,65,3.0,4.0,6,BTCUSDT
35,48.57,-0.3546,-12.13,-18.181,-4.032,5.7,5.7,88.6,12,1.5,65,3.0,4.0,12,BTCUSDT
29,51.72,0.2751,7.513,-5.439,2.357,31.0,10.3,58.6,12,1.5,65,3.0,4.0,24,BTCUSDT
33,51.52,-0.1775,-5.86,-9.617,-3.295,39.4,27.3,33.3,12,1.5,70,1.0,1.5,6,BTCUSDT
29,55.17,-0.134,-3.989,-8.709,-2.299,51.7,31.0,17.2,12,1.5,70,1.0,1.5,12,BTCUSDT
28,53.57,-0.2916,-8.045,-12.713,-4.562,53.6,42.9,3.6,12,1.5,70,1.0,1.5,24,BTCUSDT
30,60.0,0.0715,2.03,-5.058,1.444,50.0,3.3,46.7,12,1.5,70,1.0,2.5,6,BTCUSDT
25,68.0,0.0585,1.279,-3.49,0.906,64.0,12.0,24.0,12,1.5,70,1.0,2.5,12,BTCUSDT
24,70.83,-0.0014,-0.276,-5.129,-0.02,70.8,20.8,8.3,12,1.5,70,1.0,2.5,24,BTCUSDT
29,58.62,0.0195,0.412,-5.058,0.362,48.3,0.0,51.7,12,1.5,70,1.0,4.0,6,BTCUSDT
22,63.64,-0.1647,-3.826,-7.795,-2.007,59.1,9.1,31.8,12,1.5,70,1.0,4.0,12,BTCUSDT
20,65.0,-0.0993,-2.21,-7.404,-1.218,65.0,10.0,25.0,12,1.5,70,1.0,4.0,24,BTCUSDT
31,41.94,-0.1422,-4.513,-10.542,-2.362,29.0,25.8,45.2,12,1.5,70,1.5,1.5,6,BTCUSDT
27,51.85,0.0205,0.312,-7.865,0.293,40.7,33.3,25.9,12,1.5,70,1.5,1.5,12,BTCUSDT
26,50.0,-0.1279,-3.545,-11.558,-1.659,50.0,46.2,3.8,12,1.5,70,1.5,1.5,24,BTCUSDT
28,50.0,0.1422,3.893,-4.174,2.537,35.7,3.6,60.7,12,1.5,70,1.5,2.5,6,BTCUSDT
24,62.5,0.2037,4.725,-4.378,2.622,50.0,16.7,33.3,12,1.5,70,1.5,2.5,12,BTCUSDT
23,69.57,0.2238,4.96,-3.753,2.65,60.9,21.7,17.4,12,1.5,70,1.5,2.5,24,BTCUSDT
28,50.0,0.1155,3.094,-4.174,1.923,35.7,0.0,64.3,12,1.5,70,1.5,4.0,6,BTCUSDT
21,57.14,-0.1011,-2.455,-9.216,-1.047,52.4,9.5,38.1,12,1.5,70,1.5,4.0,12,BTCUSDT
19,63.16,-0.0241,-0.836,-8.873,-0.232,57.9,15.8,26.3,12,1.5,70,1.5,4.0,24,BTCUSDT
31,41.94,-0.0947,-3.123,-10.228,-1.473,16.1,25.8,58.1,12,1.5,70,2.0,1.5,6,BTCUSDT
27,48.15,0.076,1.777,-7.508,0.99,25.9,33.3,40.7,12,1.5,70,2.0,1.5,12,BTCUSDT
26,50.0,0.1221,2.829,-7.957,1.356,50.0,46.2,3.8,12,1.5,70,2.0,1.5,24,BTCUSDT
28,50.0,0.1968,5.459,-3.701,3.231,21.4,3.6,75.0,12,1.5,70,2.0,2.5,6,BTCUSDT
24,58.33,0.287,6.779,-4.349,3.37,33.3,16.7,50.0,12,1.5,70,2.0,2.5,12,BTCUSDT
22,68.18,0.469,10.427,-3.093,4.854,59.1,22.7,18.2,12,1.5,70,2.0,2.5,24,BTCUSDT
28,50.0,0.135,3.641,-3.961,2.148,17.9,0.0,82.1,12,1.5,70,2.0,4.0,6,BTCUSDT
21,52.38,-0.0802,-2.062,-9.262,-0.791,28.6,9.5,61.9,12,1.5,70,2.0,4.0,12,BTCUSDT
19,63.16,0.2653,4.681,-5.36,2.318,57.9,15.8,26.3,12,1.5,70,2.0,4.0,24,BTCUSDT
31,41.94,-0.1593,-5.015,-10.79,-2.664,0.0,25.8,74.2,12,1.5,70,3.0,1.5,6,BTCUSDT
27,44.44,-0.1071,-3.083,-8.033,-1.546,0.0,33.3,66.7,12,1.5,70,3.0,1.5,12,BTCUSDT
26,42.31,0.0052,-0.277,-8.046,0.056,15.4,46.2,38.5,12,1.5,70,3.0,1.5,24,BTCUSDT
28,50.0,0.105,2.821,-3.961,1.905,0.0,3.6,96.4,12,1.5,70,3.0,2.5,6,BTCUSDT
24,54.17,0.0811,1.684,-4.653,1.024,0.0,16.7,83.3,12,1.5,70,3.0,2.5,12,BTCUSDT
22,59.09,0.3773,8.178,-2.906,3.67,13.6,22.7,63.6,12,1.5,70,3.0,2.5,24,BTCUSDT
28,50.0,0.0636,1.616,-4.562,1.087,0.0,0.0,100.0,12,1.5,70,3.0,4.0,6,BTCUSDT
21,47.62,-0.2616,-5.69,-8.936,-2.728,0.0,9.5,90.5,12,1.5,70,3.0,4.0,12,BTCUSDT
19,52.63,0.1765,2.878,-4.56,1.456,21.1,15.8,63.2,12,1.5,70,3.0,4.0,24,BTCUSDT
41,43.9,-0.3437,-13.36,-14.091,-6.32,34.1,31.7,34.1,12,2.5,55,1.0,1.5,6,BTCUSDT
34,50.0,-0.2654,-8.831,-10.163,-4.593,41.2,35.3,23.5,12,2.5,55,1.0,1.5,12,BTCUSDT
33,54.55,-0.3064,-9.862,-11.34,-4.702,54.5,45.5,0.0,12,2.5,55,1.0,1.5,24,BTCUSDT
36,52.78,-0.1705,-6.16,-6.951,-2.992,38.9,8.3,52.8,12,2.5,55,1.0,2.5,6,BTCUSDT
27,59.26,-0.2131,-5.82,-7.197,-3.099,48.1,14.8,37.0,12,2.5,55,1.0,2.5,12,BTCUSDT
26,69.23,-0.128,-3.559,-6.692,-1.64,69.2,23.1,7.7,12,2.5,55,1.0,2.5,24,BTCUSDT
35,48.57,-0.2184,-7.562,-8.342,-3.827,34.3,2.9,62.9,12,2.5,55,1.0,4.0,6,BTCUSDT
25,52.0,-0.3309,-8.207,-9.548,-4.289,44.0,8.0,48.0,12,2.5,55,1.0,4.0,12,BTCUSDT
24,66.67,-0.2101,-5.261,-9.52,-2.356,66.7,12.5,20.8,12,2.5,55,1.0,4.0,24,BTCUSDT
39,35.9,-0.4051,-14.853,-15.988,-6.883,20.5,35.9,43.6,12,2.5,55,1.5,1.5,6,BTCUSDT
33,42.42,-0.4158,-13.072,-14.328,-6.376,21.2,45.5,33.3,12,2.5,55,1.5,1.5,12,BTCUSDT
32,43.75,-0.3897,-12.048,-13.462,-5.091,40.6,56.2,3.1,12,2.5,55,1.5,1.5,24,BTCUSDT
33,39.39,-0.2684,-8.692,-9.909,-4.412,21.2,9.1,69.7,12,2.5,55,1.5,2.5,6,BTCUSDT
26,50.0,-0.3366,-8.633,-9.953,-4.558,23.1,15.4,61.5,12,2.5,55,1.5,2.5,12,BTCUSDT
25,60.0,-0.1769,-4.686,-7.066,-1.967,48.0,28.0,24.0,12,2.5,55,1.5,2.5,24,BTCUSDT
32,37.5,-0.2612,-8.238,-9.462,-4.198,21.9,3.1,75.0,12,2.5,55,1.5,4.0,6,BTCUSDT
24,45.83,-0.3152,-7.584,-8.919,-3.78,29.2,8.3,62.5,12,2.5,55,1.5,4.0,12,BTCUSDT
23,60.87,-0.1364,-3.48,-7.947,-1.405,47.8,13.0,39.1,12,2.5,55,1.5,4.0,24,BTCUSDT
39,38.46,-0.3619,-13.425,-14.425,-5.843,10.3,35.9,53.8,12,2.5,55,2.0,1.5,6,BTCUSDT
31,38.71,-0.3805,-11.395,-11.064,-5.408,16.1,45.2,38.7,12,2.5,55,2.0,1.5,12,BTCUSDT
30,40.0,-0.3361,-9.978,-10.595,-3.877,33.3,60.0,6.7,12,2.5,55,2.0,1.5,24,BTCUSDT
33,39.39,-0.2724,-8.819,-9.873,-4.421,9.1,9.1,81.8,12,2.5,55,2.0,2.5,6,BTCUSDT
26,46.15,-0.3187,-8.236,-8.389,-4.053,19.2,15.4,65.4,12,2.5,55,2.0,2.5,12,BTCUSDT
23,56.52,-0.1102,-2.921,-6.111,-1.095,39.1,30.4,30.4,12,2.5,55,2.0,2.5,24,BTCUSDT
32,40.62,-0.2058,-6.613,-7.692,-3.17,12.5,3.1,84.4,12,2.5,55,2.0,4.0,6,BTCUSDT
22,40.91,-0.2918,-6.454,-6.609,-3.777,18.2,4.5,77.3,12,2.5,55,2.0,4.0,12,BTCUSDT
22,59.09,0.0037,-0.385,-6.486,0.034,40.9,13.6,45.5,12,2.5,55,2.0,4.0,24,BTCUSDT
38,34.21,-0.4734,-16.7,-17.663,-8.092,0.0,36.8,63.2,12,2.5,55,3.0,1.5,6,BTCUSDT
