n,win_rate,avg_net_pct,total_pct,max_dd_pct,sharpe,tp_rate,sl_rate,timeout_rate,rally_lb,rally_thr,rsi_thr,tp_pct,sl_pct,hold_bars,symbol
44,70.45,-0.1953,-8.887,-14.964,-2.11,65.9,13.6,20.5,6,2.5,55,1.0,4.0,6,DOGEUSDT
44,75.0,-0.1231,-5.935,-12.881,-1.334,70.5,13.6,15.9,6,2.5,55,1.0,4.0,12,DOGEUSDT
44,75.0,-0.1895,-8.739,-11.707,-1.921,75.0,15.9,9.1,6,2.5,55,1.0,4.0,24,DOGEUSDT
52,48.08,-0.2653,-13.334,-19.71,-3.671,36.5,46.2,17.3,6,2.5,55,1.5,1.5,6,DOGEUSDT
52,48.08,-0.2721,-13.684,-21.277,-3.59,42.3,50.0,7.7,6,2.5,55,1.5,1.5,12,DOGEUSDT
52,50.0,-0.17,-9.003,-19.871,-2.165,50.0,50.0,0.0,6,2.5,55,1.5,1.5,24,DOGEUSDT
45,57.78,-0.1335,-6.388,-14.86,-1.587,42.2,24.4,33.3,6,2.5,55,1.5,2.5,6,DOGEUSDT
43,58.14,-0.1865,-8.319,-17.817,-2.044,48.8,30.2,20.9,6,2.5,55,1.5,2.5,12,DOGEUSDT
42,61.9,-0.2125,-9.27,-18.319,-2.102,59.5,38.1,2.4,6,2.5,55,1.5,2.5,24,DOGEUSDT
40,62.5,-0.2361,-9.752,-18.494,-2.269,45.0,15.0,40.0,6,2.5,55,1.5,4.0,6,DOGEUSDT
39,61.54,-0.2197,-9.002,-19.364,-2.023,51.3,17.9,30.8,6,2.5,55,1.5,4.0,12,DOGEUSDT
37,64.86,-0.246,-9.643,-18.224,-2.017,64.9,24.3,10.8,6,2.5,55,1.5,4.0,24,DOGEUSDT
51,47.06,-0.1571,-8.272,-17.581,-1.936,29.4,47.1,23.5,6,2.5,55,2.0,1.5,6,DOGEUSDT
51,43.14,-0.2186,-11.178,-20.416,-2.533,37.3,52.9,9.8,6,2.5,55,2.0,1.5,12,DOGEUSDT
51,47.06,-0.0551,-3.511,-17.448,-0.61,45.1,52.9,2.0,6,2.5,55,2.0,1.5,24,DOGEUSDT
45,55.56,-0.0848,-4.432,-15.319,-0.911,28.9,26.7,44.4,6,2.5,55,2.0,2.5,6,DOGEUSDT
43,51.16,-0.1657,-7.64,-18.294,-1.629,41.9,32.6,25.6,6,2.5,55,2.0,2.5,12,DOGEUSDT
42,57.14,-0.1683,-7.77,-19.683,-1.469,52.4,42.9,4.8,6,2.5,55,2.0,2.5,24,DOGEUSDT
40,60.0,-0.2492,-10.367,-21.489,-2.186,27.5,17.5,55.0,6,2.5,55,2.0,4.0,6,DOGEUSDT
39,53.85,-0.2481,-10.184,-21.455,-2.056,43.6,20.5,35.9,6,2.5,55,2.0,4.0,12,DOGEUSDT
36,55.56,-0.4374,-15.687,-25.407,-3.161,52.8,27.8,19.4,6,2.5,55,2.0,4.0,24,DOGEUSDT
51,45.1,-0.0819,-4.831,-14.621,-0.897,17.6,47.1,35.3,6,2.5,55,3.0,1.5,6,DOGEUSDT
50,36.0,-0.2124,-10.839,-20.873,-2.203,22.0,54.0,24.0,6,2.5,55,3.0,1.5,12,DOGEUSDT
50,38.0,-0.0872,-5.236,-21.048,-0.824,26.0,60.0,14.0,6,2.5,55,3.0,1.5,24,DOGEUSDT
45,53.33,0.0134,-0.279,-11.775,0.129,20.0,26.7,53.3,6,2.5,55,3.0,2.5,6,DOGEUSDT
43,46.51,-0.0422,-2.802,-14.996,-0.369,27.9,32.6,39.5,6,2.5,55,3.0,2.5,12,DOGEUSDT
40,45.0,-0.312,-12.859,-24.729,-2.375,30.0,50.0,20.0,6,2.5,55,3.0,2.5,24,DOGEUSDT
40,57.5,-0.1888,-8.283,-19.787,-1.556,17.5,17.5,65.0,6,2.5,55,3.0,4.0,6,DOGEUSDT
39,48.72,-0.1375,-6.398,-19.56,-1.045,28.2,20.5,51.3,6,2.5,55,3.0,4.0,12,DOGEUSDT
35,45.71,-0.4224,-15.081,-25.757,-2.745,34.3,28.6,37.1,6,2.5,55,3.0,4.0,24,DOGEUSDT
51,50.98,-0.3556,-16.929,-22.245,-5.599,49.0,45.1,5.9,6,2.5,60,1.0,1.5,6,DOGEUSDT
51,54.9,-0.3208,-15.444,-21.764,-4.988,51.0,45.1,3.9,6,2.5,60,1.0,1.5,12,DOGEUSDT
51,54.9,-0.2975,-14.436,-21.151,-4.568,54.9,45.1,0.0,6,2.5,60,1.0,1.5,24,DOGEUSDT
45,64.44,-0.1408,-6.581,-12.558,-1.879,62.2,22.2,15.6,6,2.5,60,1.0,2.5,6,DOGEUSDT
45,73.33,-0.0794,-3.999,-10.142,-1.019,68.9,24.4,6.7,6,2.5,60,1.0,2.5,12,DOGEUSDT
45,75.56,-0.0256,-1.652,-9.043,-0.325,75.6,24.4,0.0,6,2.5,60,1.0,2.5,24,DOGEUSDT
40,70.0,-0.2219,-9.123,-14.938,-2.324,67.5,15.0,17.5,6,2.5,60,1.0,4.0,6,DOGEUSDT
40,77.5,-0.1342,-5.874,-12.881,-1.403,72.5,15.0,12.5,6,2.5,60,1.0,4.0,12,DOGEUSDT
40,77.5,-0.0696,-3.387,-11.573,-0.738,77.5,15.0,7.5,6,2.5,60,1.0,4.0,24,DOGEUSDT
49,46.94,-0.3017,-14.161,-19.71,-4.207,34.7,46.9,18.4,6,2.5,60,1.5,1.5,6,DOGEUSDT
49,46.94,-0.3089,-14.507,-21.277,-4.093,40.8,51.0,8.2,6,2.5,60,1.5,1.5,12,DOGEUSDT
49,48.98,-0.2006,-9.871,-19.871,-2.556,49.0,51.0,0.0,6,2.5,60,1.5,1.5,24,DOGEUSDT
42,54.76,-0.2133,-9.094,-14.86,-2.5,40.5,26.2,33.3,6,2.5,60,1.5,2.5,6,DOGEUSDT
40,57.5,-0.2538,-10.239,-17.817,-2.735,47.5,32.5,20.0,6,2.5,60,1.5,2.5,12,DOGEUSDT
39,61.54,-0.2286,-9.212,-18.319,-2.259,59.0,38.5,2.6,6,2.5,60,1.5,2.5,24,DOGEUSDT
37,59.46,-0.335,-12.36,-18.494,-3.152,43.2,16.2,40.5,6,2.5,60,1.5,4.0,6,DOGEUSDT
36,61.11,-0.2973,-10.908,-19.364,-2.672,50.0,19.4,30.6,6,2.5,60,1.5,4.0,12,DOGEUSDT
34,64.71,-0.2233,-8.17,-18.224,-1.852,64.7,23.5,11.8,6,2.5,60,1.5,4.0,24,DOGEUSDT
48,45.83,-0.2015,-9.742,-17.581,-2.503,29.2,47.9,22.9,6,2.5,60,2.0,1.5,6,DOGEUSDT
48,41.67,-0.2737,-12.887,-20.416,-3.202,35.4,54.2,10.4,6,2.5,60,2.0,1.5,12,DOGEUSDT
48,45.83,-0.1,-5.367,-17.448,-1.11,43.8,54.2,2.1,6,2.5,60,2.0,1.5,24,DOGEUSDT
42,52.38,-0.177,-7.802,-15.319,-1.883,28.6,28.6,42.9,6,2.5,60,2.0,2.5,6,DOGEUSDT
40,50.0,-0.2565,-10.46,-18.294,-2.499,40.0,35.0,25.0,6,2.5,60,2.0,2.5,12,DOGEUSDT
39,56.41,-0.2066,-8.615,-19.683,-1.804,51.3,43.6,5.1,6,2.5,60,2.0,2.5,24,DOGEUSDT
37,56.76,-0.3672,-13.528,-21.489,-3.167,27.0,18.9,54.1,6,2.5,60,2.0,4.0,6,DOGEUSDT
36,52.78,-0.3559,-12.927,-21.455,-2.898,41.7,22.2,36.1,6,2.5,60,2.0,4.0,12,DOGEUSDT
33,54.55,-0.4617,-15.152,-25.407,-3.36,51.5,27.3,21.2,6,2.5,60,2.0,4.0,24,DOGEUSDT
48,45.83,-0.0311,-2.246,-14.621,-0.329,20.8,47.9,31.2,6,2.5,60,3.0,1.5,6,DOGEUSDT
47,36.17,-0.198,-9.646,-20.873,-2.011,23.4,55.3,21.3,6,2.5,60,3.0,1.5,12,DOGEUSDT
47,38.3,-0.0676,-4.066,-21.048,-0.633,27.7,59.6,12.8,6,2.5,60,3.0,1.5,24,DOGEUSDT
42,52.38,0.0316,0.428,-11.775,0.292,23.8,28.6,47.6,6,2.5,60,3.0,2.5,6,DOGEUSDT
40,47.5,-0.0412,-2.636,-14.996,-0.348,30.0,35.0,35.0,6,2.5,60,3.0,2.5,12,DOGEUSDT
38,47.37,-0.2263,-9.33,-24.729,-1.731,31.6,47.4,21.1,6,2.5,60,3.0,2.5,24,DOGEUSDT
37,56.76,-0.1845,-7.633,-19.787,-1.45,21.6,18.9,59.5,6,2.5,60,3.0,4.0,6,DOGEUSDT
36,50.0,-0.1444,-6.238,-19.56,-1.057,30.6,22.2,47.2,6,2.5,60,3.0,4.0,12,DOGEUSDT
33,48.48,-0.2951,-10.569,-25.757,-1.934,36.4,27.3,36.4,6,2.5,60,3.0,4.0,24,DOGEUSDT
46,58.7,-0.1584,-7.334,-13.473,-2.559,56.5,37.0,6.5,6,2.5,65,1.0,1.5,6,DOGEUSDT
46,63.04,-0.1198,-5.677,-13.473,-1.918,58.7,37.0,4.3,6,2.5,65,1.0,1.5,12,DOGEUSDT
46,63.04,-0.0939,-4.552,-12.794,-1.487,63.0,37.0,0.0,6,2.5,65,1.0,1.5,24,DOGEUSDT
41,63.41,-0.294,-11.82,-16.086,-3.605,61.0,29.3,9.8,6,2.5,65,1.0,2.5,6,DOGEUSDT
41,68.29,-0.2535,-10.346,-14.683,-3.083,63.4,29.3,7.3,6,2.5,65,1.0,2.5,12,DOGEUSDT
41,70.73,-0.1944,-8.153,-13.64,-2.332,70.7,29.3,0.0,6,2.5,65,1.0,2.5,24,DOGEUSDT
36,72.22,-0.3605,-12.839,-17.554,-3.438,69.4,19.4,11.1,6,2.5,65,1.0,4.0,6,DOGEUSDT
36,75.0,-0.2975,-10.818,-16.081,-2.871,69.4,19.4,11.1,6,2.5,65,1.0,4.0,12,DOGEUSDT
36,75.0,-0.2494,-9.252,-15.879,-2.411,75.0,19.4,5.6,6,2.5,65,1.0,4.0,24,DOGEUSDT
43,48.84,-0.2613,-10.989,-15.549,-3.711,32.6,44.2,23.3,6,2.5,65,1.5,1.5,6,DOGEUSDT
43,48.84,-0.2586,-10.934,-17.739,-3.434,41.9,48.8,9.3,6,2.5,65,1.5,1.5,12,DOGEUSDT
43,51.16,-0.1351,-6.105,-16.024,-1.721,51.2,48.8,0.0,6,2.5,65,1.5,1.5,24,DOGEUSDT
38,60.53,-0.1767,-7.014,-10.58,-1.995,42.1,28.9,28.9,6,2.5,65,1.5,2.5,6,DOGEUSDT
36,58.33,-0.2244,-8.323,-13.578,-2.36,52.8,33.3,13.9,6,2.5,65,1.5,2.5,12,DOGEUSDT
35,62.86,-0.1557,-5.931,-13.101,-1.539,62.9,37.1,0.0,6,2.5,65,1.5,2.5,24,DOGEUSDT
33,66.67,-0.3784,-12.458,-16.199,-3.335,42.4,21.2,36.4,6,2.5,65,1.5,4.0,6,DOGEUSDT
33,63.64,-0.3556,-11.883,-18.59,-2.95,57.6,24.2,18.2,6,2.5,65,1.5,4.0,12,DOGEUSDT
32,65.62,-0.3687,-12.014,-19.549,-2.877,65.6,28.1,6.2,6,2.5,65,1.5,4.0,24,DOGEUSDT
42,47.62,-0.1894,-8.081,-15.499,-2.432,26.2,45.2,28.6,6,2.5,65,2.0,1.5,6,DOGEUSDT
42,42.86,-0.2409,-10.136,-15.558,-2.827,35.7,52.4,11.9,6,2.5,65,2.0,1.5,12,DOGEUSDT
42,47.62,-0.0424,-2.378,-15.499,-0.47,45.2,52.4,2.4,6,2.5,65,2.0,1.5,24,DOGEUSDT
38,57.89,-0.1584,-6.463,-11.369,-1.636,28.9,31.6,39.5,6,2.5,65,2.0,2.5,6,DOGEUSDT
36,50.0,-0.2274,-8.548,-13.384,-2.15,44.4,36.1,19.4,6,2.5,65,2.0,2.5,12,DOGEUSDT
35,57.14,-0.1455,-5.778,-14.13,-1.262,54.3,42.9,2.9,6,2.5,65,2.0,2.5,24,DOGEUSDT
33,66.67,-0.2386,-8.39,-14.574,-1.992,30.3,21.2,48.5,6,2.5,65,2.0,4.0,6,DOGEUSDT
33,57.58,-0.2225,-8.036,-15.736,-1.718,51.5,24.2,24.2,6,2.5,65,2.0,4.0,12,DOGEUSDT
31,61.29,-0.3312,-10.82,-18.703,-2.326,58.1,29.0,12.9,6,2.5,65,2.0,4.0,24,DOGEUSDT
42,47.62,-0.0673,-3.373,-15.499,-0.756,16.7,45.2,38.1,6,2.5,65,3.0,1.5,6,DOGEUSDT
41,34.15,-0.3385,-13.524,-21.077,-3.688,17.1,56.1,26.8,6,2.5,65,3.0,1.5,12,DOGEUSDT
41,36.59,-0.1803,-7.863,-20.128,-1.75,22.0,61.0,17.1,6,2.5,65,3.0,1.5,24,DOGEUSDT
38,57.89,0.017,-0.177,-8.882,0.156,21.1,31.6,47.4,6,2.5,65,3.0,2.5,6,DOGEUSDT
36,44.44,-0.1713,-6.874,-14.708,-1.425,27.8,38.9,33.3,6,2.5,65,3.0,2.5,12,DOGEUSDT
34,47.06,-0.2519,-9.206,-20.127,-1.91,29.4,50.0,20.6,6,2.5,65,3.0,2.5,24,DOGEUSDT
33,66.67,-0.1135,-4.634,-14.411,-0.888,18.2,21.2,60.6,6,2.5,65,3.0,4.0,6,DOGEUSDT
32,46.88,-0.2451,-8.646,-16.955,-1.726,31.2,25.0,43.8,6,2.5,65,3.0,4.0,12,DOGEUSDT
29,55.17,-0.2368,-7.899,-18.977,-1.49,37.9,31.0,31.0,6,2.5,65,3.0,4.0,24,DOGEUSDT
31,51.61,-0.329,-9.923,-11.961,-5.12,51.6,45.2,3.2,6,2.5,70,1.0,1.5,6,DOGEUSDT
31,54.84,-0.3121,-9.452,-11.961,-4.831,51.6,45.2,3.2,6,2.5,70,1.0,1.5,12,DOGEUSDT
31,54.84,-0.299,-9.086,-11.961,-4.592,54.8,45.2,0.0,6,2.5,70,1.0,1.5,24,DOGEUSDT
29,65.52,-0.2882,-8.378,-10.666,-3.427,65.5,31.0,3.4,6,2.5,70,1.0,2.5,6,DOGEUSDT
29,68.97,-0.2702,-7.899,-10.666,-3.203,65.5,31.0,3.4,6,2.5,70,1.0,2.5,12,DOGEUSDT
29,68.97,-0.2562,-7.527,-10.666,-3.023,69.0,31.0,0.0,6,2.5,70,1.0,2.5,24,DOGEUSDT
25,72.0,-0.2911,-7.499,-11.265,-2.797,72.0,20.0,8.0,6,2.5,70,1.0,4.0,6,DOGEUSDT
24,75.0,-0.274,-6.838,-11.265,-2.603,70.8,20.8,8.3,6,2.5,70,1.0,4.0,12,DOGEUSDT
24,75.0,-0.42,-10.128,-11.377,-3.706,75.0,25.0,0.0,6,2.5,70,1.0,4.0,24,DOGEUSDT
31,48.39,-0.2482,-7.689,-8.859,-3.442,38.7,45.2,16.1,6,2.5,70,1.5,1.5,6,DOGEUSDT
31,51.61,-0.1567,-5.052,-8.859,-2.076,45.2,45.2,9.7,6,2.5,70,1.5,1.5,12,DOGEUSDT
31,54.84,-0.0248,-1.11,-8.859,-0.318,54.8,45.2,0.0,6,2.5,70,1.5,1.5,24,DOGEUSDT
28,57.14,-0.2805,-7.965,-9.182,-3.055,46.4,32.1,21.4,6,2.5,70,1.5,2.5,6,DOGEUSDT
28,64.29,-0.1017,-3.267,-9.182,-1.063,57.1,32.1,10.7,6,2.5,70,1.5,2.5,12,DOGEUSDT
28,67.86,0.0443,0.75,-9.182,0.453,67.9,32.1,0.0,6,2.5,70,1.5,2.5,24,DOGEUSDT
24,58.33,-0.5323,-12.56,-13.407,-4.551,45.8,25.0,29.2,6,2.5,70,1.5,4.0,6,DOGEUSDT
23,65.22,-0.3516,-8.374,-13.407,-2.871,56.5,26.1,17.4,6,2.5,70,1.5,4.0,12,DOGEUSDT
23,69.57,-0.3439,-8.311,-14.796,-2.596,69.6,30.4,0.0,6,2.5,70,1.5,4.0,24,DOGEUSDT
30,46.67,-0.1425,-4.541,-7.957,-1.739,33.3,46.7,20.0,6,2.5,70,2.0,1.5,6,DOGEUSDT
30,46.67,-0.1062,-3.54,-7.957,-1.22,40.0,50.0,10.0,6,2.5,70,2.0,1.5,12,DOGEUSDT
30,50.0,0.08,1.959,-7.957,0.873,50.0,50.0,0.0,6,2.5,70,2.0,1.5,24,DOGEUSDT
28,57.14,-0.0943,-3.12,-7.772,-0.932,39.3,32.1,28.6,6,2.5,70,2.0,2.5,6,DOGEUSDT
28,60.71,0.0665,1.298,-7.772,0.63,50.0,32.1,17.9,6,2.5,70,2.0,2.5,12,DOGEUSDT
28,64.29,0.1745,4.333,-7.772,1.562,60.7,35.7,3.6,6,2.5,70,2.0,2.5,24,DOGEUSDT
24,58.33,-0.3866,-9.5,-12.55,-3.121,33.3,25.0,41.7,6,2.5,70,2.0,4.0,6,DOGEUSDT
23,60.87,-0.2121,-5.457,-12.55,-1.626,47.8,26.1,26.1,6,2.5,70,2.0,4.0,12,DOGEUSDT
22,63.64,-0.3905,-9.064,-13.102,-2.641,59.1,31.8,9.1,6,2.5,70,2.0,4.0,24,DOGEUSDT
30,46.67,0.0995,2.473,-7.053,0.998,26.7,46.7,26.7,6,2.5,70,3.0,1.5,6,DOGEUSDT
29,41.38,0.0023,-0.529,-8.649,0.021,31.0,55.2,13.8,6,2.5,70,3.0,1.5,12,DOGEUSDT
29,41.38,0.1208,2.878,-8.649,1.074,34.5,58.6,6.9,6,2.5,70,3.0,1.5,24,DOGEUSDT
28,57.14,0.197,4.912,-5.362,1.664,32.1,32.1,35.7,6,2.5,70,3.0,2.5,6,DOGEUSDT
27,55.56,0.3209,8.2,-5.269,2.565,40.7,33.3,25.9,6,2.5,70,3.0,2.5,12,DOGEUSDT
26,57.69,0.2746,6.466,-8.952,2.033,42.3,42.3,15.4,6,2.5,70,3.0,2.5,24,DOGEUSDT
24,58.33,-0.1076,-3.381,-10.824,-0.774,29.2,25.0,45.8,6,2.5,70,3.0,4.0,6,DOGEUSDT
23,60.87,0.2045,3.822,-10.824,1.366,43.5,26.1,30.4,6,2.5,70,3.0,4.0,12,DOGEUSDT
22,63.64,0.1065,1.188,-10.824,0.629,50.0,31.8,18.2,6,2.5,70,3.0,4.0,24,DOGEUSDT
171,58.48,-0.1352,-21.497,-28.32,-2.318,52.6,29.8,17.5,12,1.0,55,1.0,1.5,6,DOGEUSDT
158,58.23,-0.1637,-23.681,-29.692,-2.622,57.6,37.3,5.1,12,1.0,55,1.0,1.5,12,DOGEUSDT
153,60.78,-0.1504,-21.475,-27.082,-2.354,60.8,39.2,0.0,12,1.0,55,1.0,1.5,24,DOGEUSDT
147,61.22,-0.1175,-16.857,-27.792,-1.782,55.1,13.6,31.3,12,1.0,55,1.0,2.5,6,DOGEUSDT
122,68.03,-0.1185,-14.592,-25.002,-1.555,65.6,22.1,12.3,12,1.0,55,1.0,2.5,12,DOGEUSDT
114,71.93,-0.1101,-12.997,-22.968,-1.371,71.1,26.3,2.6,12,1.0,55,1.0,2.5,24,DOGEUSDT
140,61.43,-0.1373,-18.645,-29.345,-1.876,55.0,5.7,39.3,12,1.0,55,1.0,4.0,6,DOGEUSDT
110,68.18,-0.2395,-24.517,-34.168,-2.597,65.5,12.7,21.8,12,1.0,55,1.0,4.0,12,DOGEUSDT
96,72.92,-0.3067,-26.959,-33.856,-2.96,70.8,18.8,10.4,12,1.0,55,1.0,4.0,24,DOGEUSDT
158,53.16,-0.0849,-13.692,-22.688,-1.262,36.1,32.9,31.0,12,1.0,55,1.5,1.5,6,DOGEUSDT
134,52.99,-0.0731,-10.57,-19.593,-0.98,47.0,41.8,11.2,12,1.0,55,1.5,1.5,12,DOGEUSDT
131,54.96,-0.043,-6.825,-15.757,-0.555,52.7,45.0,2.3,12,1.0,55,1.5,1.5,24,DOGEUSDT
134,54.48,-0.0714,-10.383,-24.673,-0.953,38.8,14.9,46.3,12,1.0,55,1.5,2.5,6,DOGEUSDT
105,60.95,-0.0871,-10.113,-20.609,-0.986,49.5,24.8,25.7,12,1.0,55,1.5,2.5,12,DOGEUSDT
98,61.22,-0.1613,-16.048,-24.469,-1.675,55.1,33.7,11.2,12,1.0,55,1.5,2.5,24,DOGEUSDT
129,56.59,-0.0884,-12.252,-26.782,-1.059,39.5,7.0,53.5,12,1.0,55,1.5,4.0,6,DOGEUSDT
95,61.05,-0.2015,-19.004,-28.536,-1.933,50.5,14.7,34.7,12,1.0,55,1.5,4.0,12,DOGEUSDT
85,65.88,-0.1516,-13.85,-26.339,-1.343,58.8,18.8,22.4,12,1.0,55,1.5,4.0,24,DOGEUSDT
151,49.67,-0.0869,-13.604,-25.997,-1.178,23.2,35.8,41.1,12,1.0,55,2.0,1.5,6,DOGEUSDT
124,48.39,-0.034,-5.657,-19.462,-0.403,36.3,44.4,19.4,12,1.0,55,2.0,1.5,12,DOGEUSDT
118,49.15,0.0234,1.026,-13.405,0.26,45.8,50.0,4.2,12,1.0,55,2.0,1.5,24,DOGEUSDT
131,52.67,-0.0851,-11.92,-28.187,-1.066,22.1,16.0,61.8,12,1.0,55,2.0,2.5,6,DOGEUSDT
98,57.14,-0.0528,-6.674,-18.956,-0.539,39.8,26.5,33.7,12,1.0,55,2.0,2.5,12,DOGEUSDT
90,55.56,-0.1368,-13.246,-23.051,-1.279,45.6,36.7,17.8,12,1.0,55,2.0,2.5,24,DOGEUSDT
123,52.85,-0.1561,-18.948,-33.612,-1.757,22.0,7.3,70.7,12,1.0,55,2.0,4.0,6,DOGEUSDT
89,57.3,-0.1897,-17.31,-26.4,-1.679,39.3,15.7,44.9,12,1.0,55,2.0,4.0,12,DOGEUSDT
75,60.0,-0.1527,-12.738,-27.262,-1.225,48.0,21.3,30.7,12,1.0,55,2.0,4.0,24,DOGEUSDT
148,49.32,-0.0128,-3.608,-20.388,-0.157,12.8,35.1,52.0,12,1.0,55,3.0,1.5,6,DOGEUSDT
117,43.59,-0.0069,-2.723,-17.693,-0.072,20.5,47.0,32.5,12,1.0,55,3.0,1.5,12,DOGEUSDT
107,41.12,-0.0145,-3.655,-17.014,-0.136,27.1,57.9,15.0,12,1.0,55,3.0,1.5,24,DOGEUSDT
128,50.78,-0.0904,-12.501,-26.437,-1.037,12.5,16.4,71.1,12,1.0,55,3.0,2.5,6,DOGEUSDT
93,51.61,-0.0355,-5.273,-19.543,-0.318,24.7,29.0,46.2,12,1.0,55,3.0,2.5,12,DOGEUSDT
81,49.38,-0.136,-12.434,-23.422,-1.102,29.6,40.7,29.6,12,1.0,55,3.0,2.5,24,DOGEUSDT
120,50.83,-0.1688,-19.983,-31.95,-1.763,12.5,7.5,80.0,12,1.0,55,3.0,4.0,6,DOGEUSDT
86,52.33,-0.1404,-13.539,-23.43,-1.126,23.3,15.1,61.6,12,1.0,55,3.0,4.0,12,DOGEUSDT
69,52.17,-0.171,-13.389,-22.633,-1.204,33.3,23.2,43.5,12,1.0,55,3.0,4.0,24,DOGEUSDT
124,54.84,-0.212,-23.761,-26.195,-3.539,50.0,34.7,15.3,12,1.0,60,1.0,1.5,6,DOGEUSDT
117,56.41,-0.205,-22.008,-24.498,-3.276,55.6,38.5,6.0,12,1.0,60,1.0,1.5,12,DOGEUSDT
113,58.41,-0.2137,-22.15,-25.279,-3.321,57.5,41.6,0.9,12,1.0,60,1.0,1.5,24,DOGEUSDT
104,57.69,-0.176,-17.49,-24.696,-2.568,53.8,16.3,29.8,12,1.0,60,1.0,2.5,6,DOGEUSDT
93,68.82,-0.0946,-9.327,-19.17,-1.249,67.7,21.5,10.8,12,1.0,60,1.0,2.5,12,DOGEUSDT
89,76.4,0.0151,0.385,-15.631,0.198,74.2,22.5,3.4,12,1.0,60,1.0,2.5,24,DOGEUSDT
97,57.73,-0.2441,-22.06,-28.867,-2.973,53.6,10.3,36.1,12,1.0,60,1.0,4.0,6,DOGEUSDT
83,71.08,-0.166,-13.982,-24.332,-1.829,68.7,12.0,19.3,12,1.0,60,1.0,4.0,12,DOGEUSDT
77,79.22,-0.0936,-8.213,-18.813,-0.963,76.6,15.6,7.8,12,1.0,60,1.0,4.0,24,DOGEUSDT
115,51.3,-0.1479,-16.477,-21.516,-2.171,33.0,37.4,29.6,12,1.0,60,1.5,1.5,6,DOGEUSDT
105,51.43,-0.1321,-13.898,-20.665,-1.763,45.7,43.8,10.5,12,1.0,60,1.5,1.5,12,DOGEUSDT
102,52.94,-0.091,-9.9,-17.345,-1.166,52.0,47.1,1.0,12,1.0,60,1.5,1.5,24,DOGEUSDT
97,52.58,-0.1661,-15.82,-25.999,-2.121,34.0,19.6,46.4,12,1.0,60,1.5,2.5,6,DOGEUSDT
83,61.45,-0.0793,-7.49,-19.957,-0.896,50.6,25.3,24.1,12,1.0,60,1.5,2.5,12,DOGEUSDT
77,66.23,0.0197,0.278,-15.132,0.211,59.7,28.6,11.7,12,1.0,60,1.5,2.5,24,DOGEUSDT
93,54.84,-0.2172,-19.536,-28.816,-2.32,36.6,11.8,51.6,12,1.0,60,1.5,4.0,6,DOGEUSDT
76,64.47,-0.1545,-12.487,-25.457,-1.458,52.6,15.8,31.6,12,1.0,60,1.5,4.0,12,DOGEUSDT
66,68.18,-0.0916,-7.36,-15.959,-0.802,62.1,18.2,19.7,12,1.0,60,1.5,4.0,24,DOGEUSDT
113,48.67,-0.1205,-13.729,-21.613,-1.618,23.9,38.9,37.2,12,1.0,60,2.0,1.5,6,DOGEUSDT
100,47.0,-0.0646,-7.475,-18.251,-0.762,37.0,46.0,17.0,12,1.0,60,2.0,1.5,12,DOGEUSDT
95,48.42,-0.0137,-2.673,-14.829,-0.151,45.3,51.6,3.2,12,1.0,60,2.0,1.5,24,DOGEUSDT
94,48.94,-0.1743,-16.186,-28.192,-2.047,25.5,21.3,53.2,12,1.0,60,2.0,2.5,6,DOGEUSDT
79,55.7,-0.0989,-8.787,-21.577,-1.015,36.7,27.8,35.4,12,1.0,60,2.0,2.5,12,DOGEUSDT
71,59.15,-0.0154,-2.549,-18.428,-0.144,49.3,33.8,16.9,12,1.0,60,2.0,2.5,24,DOGEUSDT
89,50.56,-0.2584,-21.918,-32.032,-2.537,27.0,13.5,59.6,12,1.0,60,2.0,4.0,6,DOGEUSDT
73,58.9,-0.1869,-14.336,-27.265,-1.613,38.4,17.8,43.8,12,1.0,60,2.0,4.0,12,DOGEUSDT
61,60.66,-0.202,-13.29,-22.435,-1.55,50.8,23.0,26.2,12,1.0,60,2.0,4.0,24,DOGEUSDT
112,48.21,-0.025,-4.142,-15.435,-0.297,15.2,38.4,46.4,12,1.0,60,3.0,1.5,6,DOGEUSDT
96,40.62,-0.0517,-6.359,-18.538,-0.539,20.8,47.9,31.2,12,1.0,60,3.0,1.5,12,DOGEUSDT
89,41.57,0.02,-0.037,-13.493,0.189,28.1,56.2,15.7,12,1.0,60,3.0,1.5,24,DOGEUSDT
93,46.24,-0.1703,-15.92,-24.219,-1.823,14.0,21.5,64.5,12,1.0,60,3.0,2.5,6,DOGEUSDT
75,46.67,-0.1316,-10.921,-18.529,-1.186,24.0,30.7,45.3,12,1.0,60,3.0,2.5,12,DOGEUSDT
67,50.75,-0.1251,-9.713,-17.403,-1.022,29.9,38.8,31.3,12,1.0,60,3.0,2.5,24,DOGEUSDT
88,47.73,-0.2439,-20.907,-28.087,-2.215,15.9,13.6,70.5,12,1.0,60,3.0,4.0,6,DOGEUSDT
69,49.28,-0.256,-17.898,-26.361,-2.027,21.7,17.4,60.9,12,1.0,60,3.0,4.0,12,DOGEUSDT
56,53.57,-0.2575,-15.212,-21.307,-1.821,30.4,23.2,46.4,12,1.0,60,3.0,4.0,24,DOGEUSDT
78,61.54,-0.1031,-8.198,-14.945,-1.74,55.1,32.1,12.8,12,1.0,65,1.0,1.5,6,DOGEUSDT
