symbol,direction,entry_ts,exit_ts,entry,exit,distance_atr,atr_at_entry,sma_at_entry,tp_price,sl_price,gross_pct,net_pct,reason,hold_bars,variant
LINKUSDT,short,2026-04-13 23:00:00,2026-04-13 23:00:00,9.33,9.434179611437441,4.617,0.10418,8.849,8.849,9.43418,-1.117,-1.287,sl,1,short_no_sweep
LINKUSDT,short,2026-05-04 10:00:00,2026-05-05 07:00:00,9.52,9.606637102430446,3.209,0.086637,9.242,9.242,9.606637,-0.91,-1.08,sl,22,short_no_sweep
LINKUSDT,short,2026-05-06 09:00:00,2026-05-06 09:00:00,10.09,10.180993411266357,3.198,0.090993,9.799,9.799,10.180993,-0.902,-1.072,sl,1,short_no_sweep
LINKUSDT,short,2026-05-06 11:00:00,2026-05-06 11:00:00,10.16,10.25412186991844,3.331,0.094122,9.8465,9.8465,10.254122,-0.926,-1.096,sl,1,short_no_sweep
LINKUSDT,short,2026-05-08 18:00:00,2026-05-08 18:00:00,10.3,10.400874152188763,3.613,0.100874,9.9255,9.9255,10.400874,-0.979,-1.149,sl,1,short_no_sweep
LINKUSDT,short,2026-05-08 20:00:00,2026-05-09 01:00:00,10.37,10.478049651632146,3.619,0.10805,9.979,9.979,10.47805,-1.042,-1.212,sl,6,short_no_sweep
LINKUSDT,short,2026-05-09 03:00:00,2026-05-10 16:00:00,10.57,10.68008578153596,3.606,0.110086,10.183,10.183,10.680086,-1.041,-1.211,sl,38,short_no_sweep
LINKUSDT,short,2026-05-10 18:00:00,2026-05-10 20:00:00,10.79,10.473,3.731,0.084968,10.473,10.473,10.874968,2.938,2.768,tp,3,short_no_sweep
LINKUSDT,short,2026-02-25 22:00:00,2026-02-26 16:00:00,9.48,8.901,4.218,0.137256,8.901,8.901,9.617256,6.108,5.938,tp,19,both_with_sweep
LINKUSDT,short,2026-03-01 02:00:00,2026-03-01 02:00:00,9.0,9.139568879883152,3.267,0.139569,8.544,8.544,9.139569,-1.551,-1.721,sl,1,both_with_sweep
LINKUSDT,short,2026-03-04 16:00:00,2026-03-06 13:00:00,9.5,8.9605,3.706,0.14558,8.9605,8.9605,9.64558,5.679,5.509,tp,46,both_with_sweep
LINKUSDT,long,2026-03-06 17:00:00,2026-03-08 02:00:00,8.74,8.620667244372484,-3.21,0.119333,9.123,9.123,8.620667,-1.365,-1.535,sl,34,both_with_sweep
LINKUSDT,short,2026-03-16 04:00:00,2026-03-16 04:00:00,9.7,9.821025958503494,3.202,0.121026,9.3125,9.3125,9.821026,-1.248,-1.418,sl,1,both_with_sweep
LINKUSDT,long,2026-03-18 13:00:00,2026-03-18 14:00:00,9.38,9.270216548680294,-3.698,0.109783,9.796,9.796,9.270217,-1.17,-1.34,sl,2,both_with_sweep
LINKUSDT,long,2026-03-18 18:00:00,2026-03-18 20:00:00,9.23,9.111457861696675,-3.454,0.118542,9.6395,9.6395,9.111458,-1.284,-1.454,sl,3,both_with_sweep
LINKUSDT,long,2026-03-22 00:00:00,2026-03-22 00:00:00,8.82,8.749844879609464,-3.813,0.070155,9.0875,9.0875,8.749845,-0.795,-0.965,sl,1,both_with_sweep
LINKUSDT,long,2026-03-26 11:00:00,2026-03-26 15:00:00,8.98,8.89836726415987,-3.314,0.081633,9.2505,9.2505,8.898367,-0.909,-1.079,sl,5,both_with_sweep
LINKUSDT,long,2026-03-27 11:00:00,2026-03-27 18:00:00,8.6,8.510740807383279,-3.143,0.089259,8.8805,8.8805,8.510741,-1.038,-1.208,sl,8,both_with_sweep
LINKUSDT,short,2026-03-30 09:00:00,2026-03-30 11:00:00,8.8,8.883058919174303,3.136,0.083059,8.5295,8.5295,8.883059,-0.944,-1.114,sl,3,both_with_sweep
LINKUSDT,short,2026-03-30 13:00:00,2026-03-30 19:00:00,8.89,8.606,3.321,0.082494,8.606,8.606,8.972494,3.195,3.025,tp,7,both_with_sweep
LINKUSDT,long,2026-04-02 09:00:00,2026-04-04 08:00:00,8.51,8.65,-3.404,0.09475,8.8225,8.8225,8.41525,1.645,1.475,timeout,48,both_with_sweep
LINKUSDT,short,2026-04-06 06:00:00,2026-04-06 09:00:00,8.96,9.037912829577776,3.132,0.077913,8.706,8.706,9.037913,-0.87,-1.04,sl,4,both_with_sweep
LINKUSDT,short,2026-04-07 23:00:00,2026-04-07 23:00:00,9.2,9.311383311674401,4.072,0.111383,8.7465,8.7465,9.311383,-1.211,-1.381,sl,1,both_with_sweep
LINKUSDT,short,2026-04-08 01:00:00,2026-04-09 00:00:00,9.23,8.7915,3.531,0.121346,8.7915,8.7915,9.351346,4.751,4.581,tp,24,both_with_sweep
LINKUSDT,long,2026-04-23 03:00:00,2026-04-24 19:00:00,9.2,9.4275,-3.032,0.07503,9.4275,9.4275,9.12497,2.473,2.303,tp,41,both_with_sweep
LINKUSDT,long,2026-04-27 16:00:00,2026-04-29 10:00:00,9.18,9.402000000000001,-3.189,0.069605,9.402,9.402,9.110395,2.418,2.248,tp,43,both_with_sweep
LINKUSDT,short,2026-05-06 09:00:00,2026-05-06 09:00:00,10.09,10.180993411266357,3.198,0.090993,9.799,9.799,10.180993,-0.902,-1.072,sl,1,both_with_sweep
LINKUSDT,short,2026-05-06 11:00:00,2026-05-06 11:00:00,10.16,10.25412186991844,3.331,0.094122,9.8465,9.8465,10.254122,-0.926,-1.096,sl,1,both_with_sweep
LINKUSDT,short,2026-05-08 23:00:00,2026-05-09 01:00:00,10.38,10.481645439007227,3.291,0.101645,10.0555,10.0555,10.481645,-0.979,-1.149,sl,3,both_with_sweep
LINKUSDT,short,2026-05-10 17:00:00,2026-05-10 17:00:00,10.71,10.790734855019146,3.171,0.080735,10.454,10.454,10.790735,-0.754,-0.924,sl,1,both_with_sweep
DOGEUSDT,short,2026-02-25 21:00:00,2026-02-25 21:00:00,0.10404,0.10543360388923904,5.154,0.001394,0.096858,0.096858,0.105434,-1.339,-1.509,sl,1,short_with_sweep
DOGEUSDT,short,2026-02-25 23:00:00,2026-02-26 15:00:00,0.10294,0.0978975,3.12,0.001616,0.097897,0.097897,0.104556,4.898,4.728,tp,17,short_with_sweep
DOGEUSDT,short,2026-03-01 03:00:00,2026-03-01 17:00:00,0.09704,0.0917345,3.597,0.001478,0.091734,0.091734,0.098518,5.467,5.297,tp,15,short_with_sweep
DOGEUSDT,short,2026-03-10 15:00:00,2026-03-11 02:00:00,0.09935,0.09286950000000001,4.276,0.001516,0.09287,0.09287,0.100866,6.523,6.353,tp,12,short_with_sweep
DOGEUSDT,short,2026-03-16 04:00:00,2026-03-16 04:00:00,0.09998,0.10116094597761721,3.052,0.001181,0.096366,0.096366,0.101161,-1.181,-1.351,sl,1,short_with_sweep
DOGEUSDT,short,2026-03-16 06:00:00,2026-03-16 08:00:00,0.10159,0.10279408097049647,3.937,0.001204,0.09685,0.09685,0.102794,-1.185,-1.355,sl,3,short_with_sweep
DOGEUSDT,short,2026-03-28 14:00:00,2026-03-28 14:00:00,0.09269,0.09338922025731163,3.028,0.000699,0.090573,0.090573,0.093389,-0.754,-0.924,sl,1,short_with_sweep
DOGEUSDT,short,2026-04-06 01:00:00,2026-04-06 02:00:00,0.09278,0.09341679453748444,3.303,0.000637,0.090677,0.090677,0.093417,-0.686,-0.856,sl,2,short_with_sweep
DOGEUSDT,short,2026-04-13 23:00:00,2026-04-14 09:00:00,0.09406,0.0948144570336219,3.055,0.000754,0.091746,0.091746,0.094814,-0.802,-0.972,sl,11,short_with_sweep
DOGEUSDT,short,2026-04-14 14:00:00,2026-04-14 14:00:00,0.09707,0.09803596610327432,3.478,0.000966,0.09371,0.09371,0.098036,-0.995,-1.165,sl,1,short_with_sweep
DOGEUSDT,short,2026-04-29 06:00:00,2026-04-29 07:00:00,0.10231,0.10313215550240523,3.058,0.000822,0.099795,0.099795,0.103132,-0.804,-0.974,sl,2,short_with_sweep
DOGEUSDT,short,2026-05-04 02:00:00,2026-05-04 03:00:00,0.11253,0.11359032145536792,3.674,0.00106,0.108634,0.108634,0.11359,-0.942,-1.112,sl,2,short_with_sweep
DOGEUSDT,short,2026-02-25 14:00:00,2026-02-25 14:00:00,0.09701,0.09811576479142474,3.607,0.001106,0.093011,0.093011,0.098116,-1.14,-1.31,sl,1,short_no_sweep
DOGEUSDT,short,2026-02-25 16:00:00,2026-02-25 17:00:00,0.10158,0.10297027678444276,5.497,0.00139,0.093928,0.093928,0.10297,-1.369,-1.539,sl,2,short_no_sweep
DOGEUSDT,short,2026-02-25 19:00:00,2026-02-25 21:00:00,0.10359,0.10501790746917665,5.61,0.001428,0.09558,0.09558,0.105018,-1.378,-1.548,sl,3,short_no_sweep
DOGEUSDT,short,2026-02-25 23:00:00,2026-02-26 15:00:00,0.10294,0.0978975,3.12,0.001616,0.097897,0.097897,0.104556,4.898,4.728,tp,17,short_no_sweep
DOGEUSDT,short,2026-03-01 03:00:00,2026-03-01 17:00:00,0.09704,0.0917345,3.597,0.001478,0.091734,0.091734,0.098518,5.467,5.297,tp,15,short_no_sweep
DOGEUSDT,short,2026-03-04 15:00:00,2026-03-04 15:00:00,0.09525,0.09663590452965706,3.168,0.001386,0.090849,0.090849,0.096636,-1.455,-1.625,sl,1,short_no_sweep
DOGEUSDT,short,2026-03-04 17:00:00,2026-03-04 17:00:00,0.09961,0.10125182584444921,4.723,0.001642,0.091855,0.091855,0.101252,-1.648,-1.818,sl,1,short_no_sweep
DOGEUSDT,short,2026-03-04 19:00:00,2026-03-04 19:00:00,0.10217,0.10393024779444855,5.166,0.00176,0.093076,0.093076,0.10393,-1.723,-1.893,sl,1,short_no_sweep
DOGEUSDT,short,2026-03-04 21:00:00,2026-03-05 14:00:00,0.10223,0.09433450000000002,4.405,0.00179,0.094335,0.094335,0.10402,7.723,7.553,tp,18,short_no_sweep
DOGEUSDT,short,2026-03-10 10:00:00,2026-03-10 13:00:00,0.0952,0.09635272192543631,3.072,0.001153,0.091659,0.091659,0.096353,-1.211,-1.381,sl,4,short_no_sweep
DOGEUSDT,short,2026-03-10 15:00:00,2026-03-11 02:00:00,0.09935,0.09286950000000001,4.276,0.001516,0.09287,0.09287,0.100866,6.523,6.353,tp,12,short_no_sweep
DOGEUSDT,short,2026-03-13 12:00:00,2026-03-13 12:00:00,0.10003,0.10121463663121048,3.281,0.001185,0.096143,0.096143,0.101215,-1.184,-1.354,sl,1,short_no_sweep
DOGEUSDT,short,2026-03-16 04:00:00,2026-03-16 04:00:00,0.09998,0.10116094597761721,3.052,0.001181,0.096366,0.096366,0.101161,-1.181,-1.351,sl,1,short_no_sweep
DOGEUSDT,short,2026-03-16 06:00:00,2026-03-16 08:00:00,0.10159,0.10279408097049647,3.937,0.001204,0.09685,0.09685,0.102794,-1.185,-1.355,sl,3,short_no_sweep
DOGEUSDT,short,2026-03-23 15:00:00,2026-03-25 05:00:00,0.09493,0.0960920148500664,3.312,0.001162,0.091081,0.091081,0.096092,-1.224,-1.394,sl,39,short_no_sweep
DOGEUSDT,short,2026-03-28 14:00:00,2026-03-28 14:00:00,0.09269,0.09338922025731163,3.028,0.000699,0.090573,0.090573,0.093389,-0.754,-0.924,sl,1,short_no_sweep
DOGEUSDT,short,2026-03-28 16:00:00,2026-03-28 23:00:00,0.09406,0.090952,3.713,0.000834,0.090952,0.090952,0.094894,3.304,3.134,tp,8,short_no_sweep
DOGEUSDT,short,2026-04-06 01:00:00,2026-04-06 02:00:00,0.09278,0.09341679453748444,3.303,0.000637,0.090677,0.090677,0.093417,-0.686,-0.856,sl,2,short_no_sweep
DOGEUSDT,short,2026-04-07 23:00:00,2026-04-07 23:00:00,0.09501,0.09583931638424391,4.587,0.000829,0.091196,0.091196,0.095839,-0.873,-1.043,sl,1,short_no_sweep
DOGEUSDT,short,2026-04-08 02:00:00,2026-04-08 10:00:00,0.09447,0.09535717131785126,3.024,0.000887,0.091787,0.091787,0.095357,-0.939,-1.109,sl,9,short_no_sweep
DOGEUSDT,short,2026-04-13 23:00:00,2026-04-14 09:00:00,0.09406,0.0948144570336219,3.055,0.000754,0.091746,0.091746,0.094814,-0.802,-0.972,sl,11,short_no_sweep
DOGEUSDT,short,2026-04-14 14:00:00,2026-04-14 14:00:00,0.09707,0.09803596610327432,3.478,0.000966,0.09371,0.09371,0.098036,-0.995,-1.165,sl,1,short_no_sweep
DOGEUSDT,short,2026-04-22 07:00:00,2026-04-22 11:00:00,0.09768,0.09846214712863784,3.042,0.000782,0.095291,0.095291,0.098462,-0.801,-0.971,sl,5,short_no_sweep
DOGEUSDT,short,2026-04-29 06:00:00,2026-04-29 07:00:00,0.10231,0.10313215550240523,3.058,0.000822,0.099795,0.099795,0.103132,-0.804,-0.974,sl,2,short_no_sweep
DOGEUSDT,short,2026-04-29 09:00:00,2026-04-29 09:00:00,0.10543,0.10645055963512547,4.762,0.001021,0.100581,0.100581,0.106451,-0.968,-1.138,sl,1,short_no_sweep
DOGEUSDT,short,2026-04-29 11:00:00,2026-04-29 18:00:00,0.11008,0.10167899999999999,5.872,0.001432,0.101679,0.101679,0.111512,7.632,7.462,tp,8,short_no_sweep
DOGEUSDT,short,2026-05-04 02:00:00,2026-05-04 03:00:00,0.11253,0.11359032145536792,3.674,0.00106,0.108634,0.108634,0.11359,-0.942,-1.112,sl,2,short_no_sweep
DOGEUSDT,short,2026-05-04 05:00:00,2026-05-04 10:00:00,0.11309,0.109402,3.232,0.001138,0.109402,0.109402,0.114228,3.261,3.091,tp,6,short_no_sweep
DOGEUSDT,short,2026-05-10 18:00:00,2026-05-10 18:00:00,0.11092,0.11164253792814027,3.075,0.000723,0.108698,0.108698,0.111643,-0.651,-0.821,sl,1,short_no_sweep
DOGEUSDT,short,2026-05-13 10:00:00,2026-05-13 13:00:00,0.11428,0.110703,3.53,0.001011,0.110703,0.110703,0.115291,3.13,2.96,tp,4,short_no_sweep
DOGEUSDT,long,2026-02-15 19:00:00,2026-02-15 23:00:00,0.10409,0.10173146106115218,-3.16,0.002359,0.111552,0.111552,0.101731,-2.266,-2.436,sl,5,both_with_sweep
DOGEUSDT,short,2026-02-25 21:00:00,2026-02-25 21:00:00,0.10404,0.10543360388923904,5.154,0.001394,0.096858,0.096858,0.105434,-1.339,-1.509,sl,1,both_with_sweep
DOGEUSDT,short,2026-02-25 23:00:00,2026-02-26 15:00:00,0.10294,0.0978975,3.12,0.001616,0.097897,0.097897,0.104556,4.898,4.728,tp,17,both_with_sweep
DOGEUSDT,short,2026-03-01 03:00:00,2026-03-01 17:00:00,0.09704,0.0917345,3.597,0.001478,0.091734,0.091734,0.098518,5.467,5.297,tp,15,both_with_sweep
DOGEUSDT,short,2026-03-10 15:00:00,2026-03-11 02:00:00,0.09935,0.09286950000000001,4.276,0.001516,0.09287,0.09287,0.100866,6.523,6.353,tp,12,both_with_sweep
DOGEUSDT,short,2026-03-16 04:00:00,2026-03-16 04:00:00,0.09998,0.10116094597761721,3.052,0.001181,0.096366,0.096366,0.101161,-1.181,-1.351,sl,1,both_with_sweep
DOGEUSDT,short,2026-03-16 06:00:00,2026-03-16 08:00:00,0.10159,0.10279408097049647,3.937,0.001204,0.09685,0.09685,0.102794,-1.185,-1.355,sl,3,both_with_sweep
DOGEUSDT,long,2026-03-18 18:00:00,2026-03-19 12:00:00,0.09436,0.09317962493907397,-3.444,0.00118,0.098425,0.098425,0.09318,-1.251,-1.421,sl,19,both_with_sweep
DOGEUSDT,long,2026-03-26 06:00:00,2026-03-26 09:00:00,0.09274,0.09190191452952208,-3.905,0.000838,0.096022,0.096022,0.091902,-0.904,-1.074,sl,4,both_with_sweep
DOGEUSDT,long,2026-03-26 11:00:00,2026-03-26 15:00:00,0.0918,0.09100715671187944,-3.754,0.000793,0.094776,0.094776,0.091007,-0.864,-1.034,sl,5,both_with_sweep
DOGEUSDT,short,2026-03-28 14:00:00,2026-03-28 14:00:00,0.09269,0.09338922025731163,3.028,0.000699,0.090573,0.090573,0.093389,-0.754,-0.924,sl,1,both_with_sweep
DOGEUSDT,short,2026-04-06 01:00:00,2026-04-06 02:00:00,0.09278,0.09341679453748444,3.303,0.000637,0.090677,0.090677,0.093417,-0.686,-0.856,sl,2,both_with_sweep
DOGEUSDT,short,2026-04-13 23:00:00,2026-04-14 09:00:00,0.09406,0.0948144570336219,3.055,0.000754,0.091746,0.091746,0.094814,-0.802,-0.972,sl,11,both_with_sweep
DOGEUSDT,short,2026-04-14 14:00:00,2026-04-14 14:00:00,0.09707,0.09803596610327432,3.478,0.000966,0.09371,0.09371,0.098036,-0.995,-1.165,sl,1,both_with_sweep
DOGEUSDT,short,2026-04-29 06:00:00,2026-04-29 07:00:00,0.10231,0.10313215550240523,3.058,0.000822,0.099795,0.099795,0.103132,-0.804,-0.974,sl,2,both_with_sweep
DOGEUSDT,short,2026-05-04 02:00:00,2026-05-04 03:00:00,0.11253,0.11359032145536792,3.674,0.00106,0.108634,0.108634,0.11359,-0.942,-1.112,sl,2,both_with_sweep
